,f1,f2,cor
3799,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.sensor.stepcounter,0.0
3800,android.permission.EXPAND_STATUS_BAR,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
3801,android.permission.DEVICE_POWER,android.permission.BROADCAST_NETWORK_PRIVILEGED,0.0
3802,android.permission.EXPAND_STATUS_BAR,android.permission.SET_WALLPAPER_COMPONENT,0.0
3803,android.permission.EXPAND_STATUS_BAR,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
3804,android.permission.EXPAND_STATUS_BAR,android.permission.BLUETOOTH_PRIVILEGED,0.0
3805,android.permission.DEVICE_POWER,android.permission.BIND_RESOLVER_RANKER_SERVICE,0.0
3806,android.permission.DEVICE_POWER,android.permission.TV_INPUT_HARDWARE,0.0
3807,android.permission.DEVICE_POWER,com.android.vending.INTENT_VENDING_ONLY,0.0
3808,android.permission.EXPAND_STATUS_BAR,android.permission.SET_DISPLAY_OFFSET,0.0
3809,android.permission.EXPAND_STATUS_BAR,android.permission.READ_PRIVILEGED_PHONE_STATE,0.0
3810,android.permission.EXPAND_STATUS_BAR,android.permission.USE_FULL_SCREEN_INTENT,0.0
3811,android.permission.EXPAND_STATUS_BAR,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,0.0
3812,android.permission.EXPAND_STATUS_BAR,android.permission.CAPTURE_AUDIO_OUTPUT,0.0
3813,android.permission.EXPAND_STATUS_BAR,android.permission.PACKAGE_USAGE_STATS,0.0
3814,android.permission.EXPAND_STATUS_BAR,android.permission.ACCESS_ALL_DOWNLOADS,0.0
3815,android.permission.EXPAND_STATUS_BAR,android.permission.TRANSMIT_IR,0.0
3816,android.permission.DEVICE_POWER,android.permission.ACCESS_ALL_DOWNLOADS,0.0
3817,android.permission.EXPAND_STATUS_BAR,com.android.vending.INTENT_VENDING_ONLY,0.0
3818,android.permission.DEVICE_POWER,android.permission.TRANSMIT_IR,0.0
3819,android.permission.DEVICE_POWER,android.permission.CAPTURE_AUDIO_HOTWORD,0.0
3820,android.permission.EXPAND_STATUS_BAR,android.permission.MANAGE_OWN_CALLS,0.0
3821,android.permission.EXPAND_STATUS_BAR,android.permission.REQUEST_DELETE_PACKAGES,0.0
3822,android.permission.EXPAND_STATUS_BAR,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
3823,android.permission.EXPAND_STATUS_BAR,android.permission.QUERY_ALL_PACKAGES,0.0
3824,android.permission.EXPAND_STATUS_BAR,android.permission.REQUEST_INSTALL_PACKAGES,0.0
3825,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.touchscreen.multitouch.jazzhand,0.0
3826,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.usb.accessory,0.0
3827,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.usb.host,0.0
3828,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.vulkan.version,0.0
3829,android.permission.EXPAND_STATUS_BAR,com.android.chrome.permission.READ_WRITE_BOOKMARK_FOLDERS,0.0
3830,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.wifi.direct,0.0
3831,android.permission.SUBSCRIBED_FEEDS_READ,android.software.sip,0.0
3832,android.permission.SUBSCRIBED_FEEDS_READ,android.software.leanback,0.0
3833,android.permission.SUBSCRIBED_FEEDS_READ,android.software.app_widgets,0.0
3834,android.permission.EXPAND_STATUS_BAR,com.google.android.gms.permission.BROADCAST_TO_GOOGLEHELP,0.0
3835,android.permission.EXPAND_STATUS_BAR,com.google.android.apps.enterprise.dmagent.permission.C2D_MESSAGE,0.0
3836,android.permission.EXPAND_STATUS_BAR,com.android.chrome.permission.C2D_MESSAGE,0.0
3837,android.permission.DEVICE_POWER,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,0.0
3838,android.permission.DEVICE_POWER,android.permission.READ_PROFILE,0.0
3839,android.permission.EXPAND_STATUS_BAR,com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS,0.0
3840,android.permission.EXPAND_STATUS_BAR,com.android.chrome.TOS_ACKED,0.0
3841,android.permission.EXPAND_STATUS_BAR,android.permission.TV_INPUT_HARDWARE,0.0
3842,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.faketouch.multitouch.jazzhand,0.0
3843,android.permission.DEVICE_POWER,android.permission.PACKAGE_USAGE_STATS,0.0
3844,android.permission.EXPAND_STATUS_BAR,android.permission.BROADCAST_NETWORK_PRIVILEGED,0.0
3845,android.permission.DEVICE_POWER,android.hardware.telephony.cdma,0.0
3846,android.permission.DEVICE_POWER,android.hardware.sensor.stepcounter,0.0
3847,android.permission.DEVICE_POWER,android.hardware.sensor.gyroscope,0.0
3848,android.permission.DEVICE_POWER,android.hardware.sensor.barometer,0.0
3849,android.permission.DEVICE_POWER,android.permission.MANAGE_OWN_CALLS,0.0
3850,android.permission.DEVICE_POWER,android.hardware.nfc.hce,0.0
3851,android.permission.DEVICE_POWER,android.hardware.nfc,0.0
3852,android.permission.DEVICE_POWER,android.permission.REQUEST_DELETE_PACKAGES,0.0
3853,android.permission.DEVICE_POWER,android.hardware.telephony.gsm,0.0
3854,android.permission.DEVICE_POWER,android.hardware.fingerprint,0.0
3855,android.permission.DEVICE_POWER,android.hardware.camera.any,0.0
3856,android.permission.DEVICE_POWER,android.hardware.bluetooth_le,0.0
3857,android.permission.DEVICE_POWER,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
3858,android.permission.DEVICE_POWER,com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS,0.0
3859,android.permission.DEVICE_POWER,android.permission.QUERY_ALL_PACKAGES,0.0
3860,android.permission.DEVICE_POWER,com.android.chrome.permission.C2D_MESSAGE,0.0
3861,android.permission.DEVICE_POWER,android.permission.REQUEST_INSTALL_PACKAGES,0.0
3862,android.permission.DEVICE_POWER,com.android.chrome.permission.READ_WRITE_BOOKMARK_FOLDERS,0.0
3863,android.permission.DEVICE_POWER,com.android.chrome.TOS_ACKED,0.0
3864,android.permission.DEVICE_POWER,android.hardware.faketouch.multitouch.distinct,0.0
3865,android.permission.DEVICE_POWER,android.permission.SET_DISPLAY_OFFSET,0.0
3866,android.permission.DEVICE_POWER,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
3867,android.permission.DEVICE_POWER,android.permission.CAPTURE_AUDIO_OUTPUT,0.0
3868,android.permission.DEVICE_POWER,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,0.0
3869,android.permission.DEVICE_POWER,android.permission.USE_FULL_SCREEN_INTENT,0.0
3870,android.permission.EXPAND_STATUS_BAR,android.permission.CAPTURE_AUDIO_HOTWORD,0.0
3871,android.permission.DEVICE_POWER,android.permission.READ_PRIVILEGED_PHONE_STATE,0.0
3872,android.permission.EXPAND_STATUS_BAR,android.permission.READ_PROFILE,0.0
3873,android.permission.EXPAND_STATUS_BAR,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,0.0
3874,android.permission.DEVICE_POWER,android.permission.BLUETOOTH_PRIVILEGED,0.0
3875,android.permission.DEVICE_POWER,android.software.app_widgets,0.0
3876,android.permission.DEVICE_POWER,android.software.leanback,0.0
3877,android.permission.DEVICE_POWER,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
3878,android.permission.DEVICE_POWER,android.software.sip,0.0
3879,android.permission.DEVICE_POWER,android.hardware.wifi.direct,0.0
3880,android.permission.DEVICE_POWER,android.hardware.vulkan.version,0.0
3881,android.permission.DEVICE_POWER,android.hardware.usb.host,0.0
3882,android.permission.DEVICE_POWER,android.hardware.usb.accessory,0.0
3883,android.permission.DEVICE_POWER,android.hardware.touchscreen.multitouch.jazzhand,0.0
3884,android.permission.DEVICE_POWER,android.permission.SET_WALLPAPER_COMPONENT,0.0
3885,android.permission.DEVICE_POWER,android.hardware.faketouch.multitouch.jazzhand,0.0
3886,android.permission.EXPAND_STATUS_BAR,android.permission.BIND_RESOLVER_RANKER_SERVICE,0.0
3887,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.faketouch.multitouch.distinct,0.0
3888,android.permission.EXPAND_STATUS_BAR,android.hardware.bluetooth_le,0.0
3889,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.telephony.gsm,0.0
3890,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS,0.0
3891,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
3892,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.SET_DISPLAY_OFFSET,0.0
3893,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.android.chrome.TOS_ACKED,0.0
3894,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.REQUEST_DELETE_PACKAGES,0.0
3895,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.MANAGE_OWN_CALLS,0.0
3896,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.SET_DISPLAY_OFFSET,0.0
3897,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
3898,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.SET_WALLPAPER_COMPONENT,0.0
3899,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.SET_WALLPAPER_COMPONENT,0.0
3900,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
3901,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.BLUETOOTH_PRIVILEGED,0.0
3902,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.REQUEST_DELETE_PACKAGES,0.0
3903,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.READ_PRIVILEGED_PHONE_STATE,0.0
3904,android.permission.SUBSCRIBED_FEEDS_READ,com.android.chrome.TOS_ACKED,0.0
3905,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.USE_FULL_SCREEN_INTENT,0.0
3906,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,0.0
3907,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.CAPTURE_AUDIO_OUTPUT,0.0
3908,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.MANAGE_OWN_CALLS,0.0
3909,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.android.chrome.permission.C2D_MESSAGE,0.0
3910,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.google.android.apps.enterprise.dmagent.permission.C2D_MESSAGE,0.0
3911,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.google.android.gms.permission.BROADCAST_TO_GOOGLEHELP,0.0
3912,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.ACCESS_ALL_DOWNLOADS,0.0
3913,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.sensor.gyroscope,0.0
3914,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.sensor.barometer,0.0
3915,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.PACKAGE_USAGE_STATS,0.0
3916,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.nfc.hce,0.0
3917,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.nfc,0.0
3918,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.CAPTURE_AUDIO_OUTPUT,0.0
3919,android.permission.SUBSCRIBED_FEEDS_READ,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,0.0
3920,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.USE_FULL_SCREEN_INTENT,0.0
3921,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.fingerprint,0.0
3922,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.READ_PRIVILEGED_PHONE_STATE,0.0
3923,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.camera.any,0.0
3924,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.bluetooth_le,0.0
3925,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.BLUETOOTH_PRIVILEGED,0.0
3926,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
3927,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.QUERY_ALL_PACKAGES,0.0
3928,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
3929,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.REQUEST_INSTALL_PACKAGES,0.0
3930,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.android.chrome.permission.READ_WRITE_BOOKMARK_FOLDERS,0.0
3931,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.PACKAGE_USAGE_STATS,0.0
3932,android.permission.SUBSCRIBED_FEEDS_READ,com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS,0.0
3933,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.ACCESS_ALL_DOWNLOADS,0.0
3934,android.permission.SUBSCRIBED_FEEDS_READ,com.android.chrome.permission.C2D_MESSAGE,0.0
3935,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.camera.any,0.0
3936,android.permission.EXPAND_STATUS_BAR,android.hardware.faketouch.multitouch.jazzhand,0.0
3937,android.permission.EXPAND_STATUS_BAR,android.hardware.faketouch.multitouch.distinct,0.0
3938,android.permission.EXPAND_STATUS_BAR,android.hardware.telephony.gsm,0.0
3939,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.fingerprint,0.0
3940,android.permission.EXPAND_STATUS_BAR,android.hardware.telephony.cdma,0.0
3941,android.permission.EXPAND_STATUS_BAR,android.hardware.sensor.stepcounter,0.0
3942,android.permission.EXPAND_STATUS_BAR,android.hardware.sensor.gyroscope,0.0
3943,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.nfc,0.0
3944,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.nfc.hce,0.0
3945,android.permission.EXPAND_STATUS_BAR,android.hardware.sensor.barometer,0.0
3946,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.sensor.barometer,0.0
3947,android.permission.EXPAND_STATUS_BAR,android.hardware.nfc.hce,0.0
3948,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.sensor.gyroscope,0.0
3949,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.sensor.stepcounter,0.0
3950,android.permission.EXPAND_STATUS_BAR,android.hardware.nfc,0.0
3951,android.permission.EXPAND_STATUS_BAR,android.hardware.fingerprint,0.0
3952,android.permission.EXPAND_STATUS_BAR,android.hardware.camera.any,0.0
3953,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.telephony.cdma,0.0
3954,android.permission.EXPAND_STATUS_BAR,android.hardware.touchscreen.multitouch.jazzhand,0.0
3955,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.hardware.telephony.cdma,0.0
3956,android.permission.SUBSCRIBED_FEEDS_READ,android.hardware.bluetooth_le,0.0
3957,android.permission.EXPAND_STATUS_BAR,android.hardware.usb.host,0.0
3958,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.TRANSMIT_IR,0.0
3959,com.android.launcher.permission.UNINSTALL_SHORTCUT,com.android.vending.INTENT_VENDING_ONLY,0.0
3960,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.TV_INPUT_HARDWARE,0.0
3961,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.BIND_RESOLVER_RANKER_SERVICE,0.0
3962,android.permission.SUBSCRIBED_FEEDS_READ,com.google.android.apps.enterprise.dmagent.permission.C2D_MESSAGE,0.0
3963,android.permission.SUBSCRIBED_FEEDS_READ,com.google.android.gms.permission.BROADCAST_TO_GOOGLEHELP,0.0
3964,android.permission.SUBSCRIBED_FEEDS_READ,com.android.chrome.permission.READ_WRITE_BOOKMARK_FOLDERS,0.0
3965,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.REQUEST_INSTALL_PACKAGES,0.0
3966,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.BROADCAST_NETWORK_PRIVILEGED,0.0
3967,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.CAPTURE_AUDIO_HOTWORD,0.0
3968,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.READ_PROFILE,0.0
3969,com.android.launcher.permission.UNINSTALL_SHORTCUT,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,0.0
3970,android.permission.SUBSCRIBED_FEEDS_READ,android.permission.QUERY_ALL_PACKAGES,0.0
3971,android.permission.EXPAND_STATUS_BAR,android.software.app_widgets,0.0
3972,android.permission.EXPAND_STATUS_BAR,android.software.leanback,0.0
3973,android.permission.SUBSCRIBED_FEEDS_READ,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
3974,android.permission.EXPAND_STATUS_BAR,android.software.sip,0.0
3975,android.permission.EXPAND_STATUS_BAR,android.hardware.wifi.direct,0.0
3976,android.permission.EXPAND_STATUS_BAR,android.hardware.vulkan.version,0.0
3977,android.permission.EXPAND_STATUS_BAR,android.hardware.usb.accessory,0.0
3978,android.permission.CHANGE_NETWORK_STATE,android.software.sip,0.0
3979,com.google.android.apps.inputmethod.latin.permission.UPDATE_STICKER_INDEX,android.hardware.sensor.compass,0.0
3980,com.google.android.apps.inputmethod.latin.permission.UPDATE_STICKER_INDEX,android.hardware.sensor.accelerometer,0.0
3981,android.permission.READ_PROFILE,android.permission.WRITE_APN_SETTINGS,0.0
3982,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,0.0
3983,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_PROFILE,0.0
3984,android.permission.READ_PROFILE,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
3985,android.permission.READ_PROFILE,android.permission.WRITE_SMS,0.0
3986,android.permission.READ_PROFILE,android.permission.HARDWARE_TEST,0.0
3987,android.permission.READ_PROFILE,android.permission.BLUETOOTH_PRIVILEGED,0.0
3988,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.CAPTURE_AUDIO_HOTWORD,0.0
3989,android.permission.READ_PROFILE,android.permission.CHANGE_WIFI_STATE,0.0
3990,android.permission.READ_PROFILE,android.permission.BROADCAST_STICKY,0.0
3991,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.BROADCAST_NETWORK_PRIVILEGED,0.0
3992,android.permission.READ_PROFILE,android.permission.READ_PRIVILEGED_PHONE_STATE,0.0
3993,android.permission.READ_PROFILE,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,0.0
3994,android.permission.READ_PROFILE,android.permission.USE_FULL_SCREEN_INTENT,0.0
3995,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.BIND_RESOLVER_RANKER_SERVICE,0.0
3996,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.TV_INPUT_HARDWARE,0.0
3997,android.permission.RECEIVE_BOOT_COMPLETED,com.android.vending.INTENT_VENDING_ONLY,0.0
3998,android.permission.READ_PROFILE,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,0.0
3999,android.permission.READ_PROFILE,android.permission.ACCESS_DOWNLOAD_MANAGER,0.0
4000,android.permission.READ_PROFILE,android.permission.SET_ORIENTATION,0.0
4001,android.permission.READ_PROFILE,android.permission.SET_PREFERRED_APPLICATIONS,0.0
4002,android.permission.READ_PROFILE,android.permission.FLASHLIGHT,0.0
4003,android.permission.SET_DEBUG_APP,android.hardware.telephony.cdma,0.0
4004,android.permission.SET_DEBUG_APP,android.hardware.telephony.gsm,0.0
4005,android.permission.READ_PROFILE,android.permission.DISABLE_KEYGUARD,0.0
4006,android.permission.SET_DEBUG_APP,android.hardware.faketouch.multitouch.distinct,0.0
4007,android.permission.SET_DEBUG_APP,android.hardware.faketouch.multitouch.jazzhand,0.0
4008,android.permission.READ_PROFILE,android.permission.SET_DISPLAY_OFFSET,0.0
4009,android.permission.READ_PROFILE,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
4010,android.permission.READ_PROFILE,android.permission.ACCESS_NETWORK_STATE,0.0
4011,android.permission.SET_DEBUG_APP,android.hardware.touchscreen.multitouch.jazzhand,0.0
4012,android.permission.SET_DEBUG_APP,android.hardware.usb.accessory,0.0
4013,android.permission.SET_DEBUG_APP,android.hardware.usb.host,0.0
4014,android.permission.SET_DEBUG_APP,android.hardware.vulkan.version,0.0
4015,android.permission.READ_PROFILE,android.permission.SET_WALLPAPER_COMPONENT,0.0
4016,android.permission.SET_DEBUG_APP,android.hardware.wifi.direct,0.0
4017,android.permission.SET_DEBUG_APP,android.software.sip,0.0
4018,android.permission.SET_DEBUG_APP,android.software.leanback,0.0
4019,android.permission.SET_DEBUG_APP,android.software.app_widgets,0.0
4020,android.permission.READ_PROFILE,android.permission.DELETE_CACHE_FILES,0.0
4021,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.apps.inputmethod.latin.permission.UPDATE_STICKER_INDEX,0.0
4022,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.TRANSMIT_IR,0.0
4023,android.permission.READ_PROFILE,android.permission.BACKUP,0.0
4024,android.permission.READ_PROFILE,android.permission.CAPTURE_AUDIO_OUTPUT,0.0
4025,android.permission.READ_PROFILE,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,0.0
4026,android.permission.READ_PROFILE,android.permission.INTERNET,0.0
4027,android.permission.READ_PROFILE,android.permission.AUTHENTICATE_ACCOUNTS,0.0
4028,android.permission.READ_PROFILE,android.permission.ACCESS_SURFACE_FLINGER,0.0
4029,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SET_WALLPAPER_COMPONENT,0.0
4030,android.permission.READ_PROFILE,android.permission.BROADCAST_NETWORK_PRIVILEGED,0.0
4031,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
4032,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.SET_DISPLAY_OFFSET,0.0
4033,android.permission.READ_PROFILE,android.permission.GET_TASKS,0.0
4034,android.permission.READ_PROFILE,android.permission.BIND_RESOLVER_RANKER_SERVICE,0.0
4035,android.permission.READ_PROFILE,android.permission.WRITE_MEDIA_STORAGE,0.0
4036,android.permission.READ_PROFILE,com.android.alarm.permission.SET_ALARM,0.0
4037,android.permission.READ_PROFILE,android.permission.CHANGE_WIFI_MULTICAST_STATE,0.0
4038,android.permission.READ_PROFILE,android.permission.BROADCAST_WAP_PUSH,0.0
4039,android.permission.READ_PROFILE,android.permission.BLUETOOTH,0.0
4040,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.MANAGE_OWN_CALLS,0.0
4041,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,android.software.live_wallpaper,0.0
4042,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,android.software.app_widgets,0.0
4043,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.REQUEST_DELETE_PACKAGES,0.0
4044,android.permission.READ_PROFILE,android.permission.CAPTURE_AUDIO_HOTWORD,0.0
4045,android.permission.READ_PROFILE,android.permission.TV_INPUT_HARDWARE,0.0
4046,android.permission.READ_PROFILE,com.android.vending.INTENT_VENDING_ONLY,0.0
4047,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
4048,android.permission.READ_PROFILE,android.permission.PACKAGE_USAGE_STATS,0.0
4049,android.permission.READ_PROFILE,android.permission.BATTERY_STATS,0.0
4050,android.permission.READ_PROFILE,android.permission.BIND_APPWIDGET,0.0
4051,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.ACCESS_ALL_DOWNLOADS,0.0
4052,android.permission.READ_PROFILE,android.permission.ACCESS_ALL_DOWNLOADS,0.0
4053,android.permission.READ_PROFILE,android.permission.ACCOUNT_MANAGER,0.0
4054,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.PACKAGE_USAGE_STATS,0.0
4055,android.permission.READ_PROFILE,android.permission.GET_PACKAGE_SIZE,0.0
4056,android.permission.READ_PROFILE,android.permission.UPDATE_DEVICE_STATS,0.0
4057,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.CAPTURE_AUDIO_OUTPUT,0.0
4058,android.permission.RECEIVE_BOOT_COMPLETED,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,0.0
4059,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.USE_FULL_SCREEN_INTENT,0.0
4060,android.permission.READ_PROFILE,android.permission.BLUETOOTH_ADMIN,0.0
4061,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_PRIVILEGED_PHONE_STATE,0.0
4062,android.permission.READ_PROFILE,com.android.browser.permission.READ_HISTORY_BOOKMARKS,0.0
4063,android.permission.READ_PROFILE,android.permission.REORDER_TASKS,0.0
4064,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.BLUETOOTH_PRIVILEGED,0.0
4065,android.permission.READ_PROFILE,android.permission.TRANSMIT_IR,0.0
4066,android.permission.READ_PROFILE,com.google.android.googleapps.permission.GOOGLE_AUTH.mail,0.0
4067,android.permission.READ_PROFILE,android.permission.WRITE_SECURE_SETTINGS,0.0
4068,android.permission.READ_PROFILE,android.permission.CHANGE_CONFIGURATION,0.0
4069,android.permission.READ_PROFILE,android.permission.READ_LOGS,0.0
4070,android.permission.SET_DEBUG_APP,android.hardware.sensor.stepcounter,0.0
4071,android.permission.SET_DEBUG_APP,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
4072,android.permission.READ_PROFILE,android.hardware.camera.any,0.0
4073,android.permission.READ_PROFILE,android.hardware.camera,0.0
4074,android.permission.READ_PROFILE,android.hardware.bluetooth_le,0.0
4075,android.permission.READ_PROFILE,android.hardware.bluetooth,0.0
4076,android.permission.READ_PROFILE,android.hardware.microphone,0.0
4077,android.permission.READ_PROFILE,android.permission.DELETE_PACKAGES,0.0
4078,android.permission.SET_DEBUG_APP,android.permission.SET_WALLPAPER_COMPONENT,0.0
4079,android.permission.READ_PROFILE,android.hardware.camera.autofocus,0.0
4080,android.permission.READ_PROFILE,android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.0
4081,android.permission.SET_DEBUG_APP,android.permission.SET_DISPLAY_OFFSET,0.0
4082,android.permission.READ_PROFILE,android.permission.INJECT_EVENTS,0.0
4083,android.permission.READ_PROFILE,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
4084,android.permission.READ_PROFILE,android.permission.WAKE_LOCK,0.0
4085,android.permission.READ_PROFILE,android.permission.DUMP,0.0
4086,android.permission.READ_PROFILE,android.permission.QUERY_ALL_PACKAGES,0.0
4087,android.permission.READ_PROFILE,android.permission.READ_FRAME_BUFFER,0.0
4088,android.permission.SET_DEBUG_APP,android.permission.MANAGE_OWN_CALLS,0.0
4089,android.permission.SET_DEBUG_APP,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
4090,android.permission.READ_PROFILE,android.hardware.camera.flash,0.0
4091,android.permission.SET_DEBUG_APP,android.permission.BLUETOOTH_PRIVILEGED,0.0
4092,android.permission.READ_PROFILE,android.hardware.camera.front,0.0
4093,android.permission.SET_DEBUG_APP,android.permission.TRANSMIT_IR,0.0
4094,android.permission.READ_PROFILE,android.hardware.screen.landscape,0.0
4095,android.permission.READ_PROFILE,android.hardware.sensor.stepcounter,0.0
